vial,cross,female line,male line,food,month crossed,cross number,average wt per vial,number weighed
8036,11023 x 11024,11023,11024,(F) Fat,02/12,3,1.2393333333,15
8028,11023 x 11024,11023,11024,(N) Normal,02/12,3,1.7357142857,7
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,1.6664705882,17
8021,11022 x 11023,11022,11023,(F) Fat,02/12,3,1.4828571429,7
8022,11022 x 11023,11022,11023,(F) Fat,02/12,3,1.4,4
8014,11022 x 11023,11022,11023,(N) Normal,02/12,3,1.586,5
8015,11022 x 11023,11022,11023,(N) Normal,02/12,3,1.4575,4
19767,11020 x 11013,11020,11013,(F) Fat,1/13,50,1.5186956522,23
19760,11020 x 11013,11020,11013,(N) Normal,1/13,50,1.5316666667,30
19921,11019 x 11012,11019,11012,(F) Fat,1/13,50,1.629047619,21
19914,11019 x 11012,11019,11012,(N) Normal,1/13,50,1.6704,25
19795,11018 x 11019,11018,11019,(F) Fat,1/13,50,1.5415384615,26
19788,11018 x 11019,11018,11019,(N) Normal,1/13,50,1.4593333333,30
19963,11017 x 11018,11017,11018,(F) Fat,1/13,50,1.4525,12
19956,11017 x 11018,11017,11018,(N) Normal,1/13,50,1.3706666667,15
878,11016 x 11017,11016,11017,(N) Normal,12/11,1,1.576,15
19907,11015 x 11016,11015,11016,(F) Fat,1/13,50,1.3396666667,30
19900,11015 x 11016,11015,11016,(N) Normal,1/13,50,1.4053846154,26
19865,11014 x 11015,11014,11015,(F) Fat,1/13,50,1.4624,25
19858,11014 x 11015,11014,11015,(N) Normal,1/13,50,1.8272222222,18
19739,11013 x 11021,11013,11021,(F) Fat,1/13,50,1.3657142857,14
19893,11013 x 11014,11013,11014,(F) Fat,1/13,50,1.3013333333,30
19886,11013 x 11014,11013,11014,(N) Normal,1/13,50,1.3935714286,28
19809,11012 x 11013,11012,11013,(F) Fat,1/13,50,1.4741666667,12
19802,11012 x 11013,11012,11013,(N) Normal,1/13,50,1.1588888889,18
14433,11011 x 11023,11011,11023,(F) Fat,07/12,26,1.452,10
14434,11011 x 11023,11011,11023,(F) Fat,07/12,26,1.5315384615,13
14426,11011 x 11023,11011,11023,(N) Normal,07/12,26,1.4077777778,9
14427,11011 x 11023,11011,11023,(N) Normal,07/12,26,1.453,10
8007,11011 x 11022,11011,11022,(F) Fat,02/12,3,1.41,5
8008,11011 x 11022,11011,11022,(F) Fat,02/12,3,1.715,8
8000,11011 x 11022,11011,11022,(N) Normal,02/12,3,1.7728571429,14
8001,11011 x 11022,11011,11022,(N) Normal,02/12,3,1.5416666667,12
19949,11010 x 11020,11010,11020,(F) Fat,1/12,50,1.41,15
19942,11010 x 11020,11010,11020,(N) Normal,1/12,50,1.35,24
19823,11010 x 11008,11010,11008,(F) Fat,1/12,50,1.3572727273,11
19816,11010 x 11008,11010,11008,(N) Normal,1/12,50,1.6366666667,15
19627,11010 x 11002,11010,11002,(F) Fat,12/11,49,1.7037037037,27
19620,11010 x 11002,11010,11002,(N) Normal,12/11,49,1.5143333333,30
805,11009 x 11010,11009,11010,(F) Fat,12/11,1,1.3768571429,35
806,11009 x 11010,11009,11010,(N) Normal,12/11,1,1.5422222222,45
19655,11008 x 11009,11008,11009,(F) Fat,12/11,49,1.6316666667,18
19648,11008 x 11009,11008,11009,(N) Normal,12/11,49,1.5084615385,13
19697,11006 x 11007,11006,11007,(F) Fat,12/11,49,1.7732142857,28
19690,11006 x 11007,11006,11007,(N) Normal,12/11,49,1.702962963,27
19669,11005 x 11006,11005,11006,(F) Fat,12/11,49,1.8513333333,30
19662,11005 x 11006,11005,11006,(N) Normal,12/11,49,1.5866666667,30
19683,11003 x 11005,11003,11005,(F) Fat,12/11,49,1.5305,20
19676,11003 x 11005,11003,11005,(N) Normal,12/11,49,1.5956,25
19641,11002 x 11003,11002,11003,(F) Fat,12/11,49,1.548,15
19634,11002 x 11003,11002,11003,(N) Normal,12/11,49,1.3488461538,26
