"vial","cross.type","female.line","male.line","food.type","month.crossed","cross.number","number.weighed","y"
19473,"12336 x 12337",12336,12337,"(F) Fat","12/12",48,10,1.315
19474,"12336 x 12337",12336,12337,"(F) Fat","12/12",48,15,1.1426666667
19466,"12336 x 12337",12336,12337,"(N) Normal","12/12",48,5,1.246
19467,"12336 x 12337",12336,12337,"(N) Normal","12/12",48,15,1.2993333333
19417,"12327 x 12332",12327,12332,"(F) Fat","12/12",47,6,1.5966666667
19410,"12327 x 12332",12327,12332,"(N) Normal","12/12",47,7,1.6871428571
19403,"12324 x 12327",12324,12327,"(F) Fat","12/12",47,9,1.3533333333
19396,"12324 x 12327",12324,12327,"(N) Normal","12/12",47,7,1.1814285714
19397,"12324 x 12327",12324,12327,"(N) Normal","12/12",47,6,1.2916666667
19389,"12323 x 12324",12323,12324,"(F) Fat","12/12",47,7,1.6342857143
19382,"12323 x 12324",12323,12324,"(N) Normal","12/12",47,9,1.6133333333
19383,"12323 x 12324",12323,12324,"(N) Normal","12/12",47,7,1.5385714286
19354,"12321 x 12322",12321,12322,"(N) Normal","12/12",47,9,1.4888888889
19355,"12321 x 12322",12321,12322,"(N) Normal","12/12",47,9,1.6955555556
19340,"12320 x 12321",12320,12321,"(N) Normal","12/12",47,15,1.8973333333
19319,"12317 x 12318",12317,12318,"(F) Fat","12/12",47,11,1.3281818182
19320,"12317 x 12318",12317,12318,"(F) Fat","12/12",47,11,1.3145454545
19312,"12317 x 12318",12317,12318,"(N) Normal","12/12",47,10,1.311
19313,"12317 x 12318",12317,12318,"(N) Normal","12/12",47,14,1.3457142857
19277,"12314 x 12315",12314,12315,"(F) Fat","12/12",47,11,1.5645454545
19278,"12314 x 12315",12314,12315,"(F) Fat","12/12",47,15,1.3533333333
19270,"12314 x 12315",12314,12315,"(N) Normal","12/12",47,15,1.4726666667
19271,"12314 x 12315",12314,12315,"(N) Normal","12/12",47,11,1.6645454545
19264,"12313 x 12314",12313,12314,"(F) Fat","12/12",47,8,1.56875
19256,"12313 x 12314",12313,12314,"(N) Normal","12/12",47,3,1.5266666667
19257,"12313 x 12314",12313,12314,"(N) Normal","12/12",47,6,1.5083333333
19221,"12309 x 12310",12309,12310,"(F) Fat","11/12",46,15,1.294
19214,"12309 x 12310",12309,12310,"(N) Normal","11/12",46,13,1.4692307692
19215,"12309 x 12310",12309,12310,"(N) Normal","11/12",46,13,1.6638461538
19207,"12308 x 12309",12308,12309,"(F) Fat","11/12",46,15,1.428
19200,"12308 x 12309",12308,12309,"(N) Normal","11/12",46,12,1.5241666667
19179,"12306 x 12307",12306,12307,"(F) Fat","11/12",46,15,1.452
19173,"12306 x 12307",12306,12307,"(N) Normal","11/12",46,15,1.5113333333
19151,"12304 x 12305",12304,12305,"(F) Fat","11/12",46,15,1.3786666667
19144,"12304 x 12305",12304,12305,"(N) Normal","11/12",46,15,1.33
19137,"12302 x 12304",12302,12304,"(F) Fat","11/12",46,15,1.3946666667
19138,"12302 x 12304",12302,12304,"(F) Fat","11/12",46,14,1.3714285714
19130,"12302 x 12304",12302,12304,"(N) Normal","11/12",46,15,1.4573333333
19131,"12302 x 12304",12302,12304,"(N) Normal","11/12",46,14,1.35
19095,"12299 x 12300",12299,12300,"(F) Fat","11/12",46,15,1.31
19088,"12299 x 12300",12299,12300,"(N) Normal","11/12",46,15,1.056
19089,"12299 x 12300",12299,12300,"(N) Normal","11/12",46,8,1.2375
19081,"12298 x 12299",12298,12299,"(F) Fat","11/12",46,14,1.5457142857
19082,"12298 x 12299",12298,12299,"(F) Fat","11/12",46,10,1.397
19074,"12298 x 12299",12298,12299,"(N) Normal","11/12",46,15,1.3173333333
19075,"12298 x 12299",12298,12299,"(N) Normal","11/12",46,15,1.284
19068,"12297 x 12284",12297,12284,"(F) Fat","11/12",45,8,1.31875
19060,"12297 x 12284",12297,12284,"(N) Normal","11/12",45,15,1.6213333333
19061,"12297 x 12284",12297,12284,"(N) Normal","11/12",45,9,1.7388888889
19039,"12295 x 12296",12295,12296,"(F) Fat","11/12",45,15,1.3306666667
19040,"12295 x 12296",12295,12296,"(F) Fat","11/12",45,15,1.0706666667
19032,"12295 x 12296",12295,12296,"(N) Normal","11/12",45,15,1.202
19033,"12295 x 12296",12295,12296,"(N) Normal","11/12",45,15,1.4033333333
19025,"12294 x 12295",12294,12295,"(F) Fat","11/12",45,12,1.6283333333
19018,"12294 x 12295",12294,12295,"(N) Normal","11/12",45,11,1.5454545455
19019,"12294 x 12295",12294,12295,"(N) Normal","11/12",45,14,1.48
18983,"12291 x 12292",12291,12292,"(F) Fat","11/12",45,4,1.56
18984,"12291 x 12292",12291,12292,"(F) Fat","11/12",45,10,1.742
18976,"12291 x 12292",12291,12292,"(N) Normal","11/12",45,15,1.6466666667
18977,"12291 x 12292",12291,12292,"(N) Normal","11/12",45,15,1.5366666667
18948,"12289 x 12290",12289,12290,"(N) Normal","11/12",45,10,1.495
18941,"12288 x 12289",12288,12289,"(F) Fat","11/12",45,9,1.56
18934,"12288 x 12289",12288,12289,"(N) Normal","11/12",45,9,1.4511111111
18935,"12288 x 12289",12288,12289,"(N) Normal","11/12",45,15,1.648
18927,"12287 x 12288",12287,12288,"(F) Fat","11/12",45,10,1.376
18928,"12287 x 12288",12287,12288,"(F) Fat","11/12",45,12,1.3758333333
18920,"12287 x 12288",12287,12288,"(N) Normal","11/12",45,11,1.6163636364
18921,"12287 x 12288",12287,12288,"(N) Normal","11/12",45,13,1.5276923077
18885,"12284 x 12285",12284,12285,"(F) Fat","11/12",45,10,1.549
18886,"12284 x 12285",12284,12285,"(F) Fat","11/12",45,14,1.55
18878,"12284 x 12285",12284,12285,"(N) Normal","11/12",45,5,1.664
18879,"12284 x 12285",12284,12285,"(N) Normal","11/12",45,12,1.6966666667
18857,"12281 x 12282",12281,12282,"(F) Fat","11/12",44,11,1.5118181818
18858,"12281 x 12282",12281,12282,"(F) Fat","11/12",44,15,1.5233333333
18850,"12281 x 12282",12281,12282,"(N) Normal","11/12",44,14,1.5857142857
18851,"12281 x 12282",12281,12282,"(N) Normal","11/12",44,15,1.534
18843,"12280 x 12281",12280,12281,"(F) Fat","11/12",44,5,1.492
18836,"12280 x 12281",12280,12281,"(N) Normal","11/12",44,11,1.5263636364
18837,"12280 x 12281",12280,12281,"(N) Normal","11/12",44,14,1.5157142857
18829,"12279 x 12280",12279,12280,"(F) Fat","11/12",44,8,1.485
18822,"12279 x 12280",12279,12280,"(N) Normal","11/12",44,12,1.5466666667
18823,"12279 x 12280",12279,12280,"(N) Normal","11/12",44,9,1.6222222222
18815,"12278 x 12279",12278,12279,"(F) Fat","11/12",44,13,1.3161538462
18816,"12278 x 12279",12278,12279,"(F) Fat","11/12",44,14,1.2207142857
18808,"12278 x 12279",12278,12279,"(N) Normal","11/12",44,15,1.5646666667
18809,"12278 x 12279",12278,12279,"(N) Normal","11/12",44,15,1.498
18801,"12277 x 12278",12277,12278,"(F) Fat","11/12",44,3,1.4633333333
18802,"12277 x 12278",12277,12278,"(F) Fat","11/12",44,5,1.478
18794,"12277 x 12278",12277,12278,"(N) Normal","11/12",44,5,1.688
18795,"12277 x 12278",12277,12278,"(N) Normal","11/12",44,4,1.6175
18745,"12272 x 12273",12272,12273,"(F) Fat","11/12",44,12,1.335
18746,"12272 x 12273",12272,12273,"(F) Fat","11/12",44,9,1.3133333333
18738,"12272 x 12273",12272,12273,"(N) Normal","11/12",44,13,1.4123076923
18739,"12272 x 12273",12272,12273,"(N) Normal","11/12",44,12,1.3641666667
18724,"12271 x 12272",12271,12272,"(N) Normal","11/12",44,15,1.3233333333
18710,"12270 x 12271",12270,12271,"(N) Normal","11/12",44,9,1.5522222222
18661,"12264 x 12265",12264,12265,"(F) Fat","11/12",43,14,1.5621428571
18654,"12264 x 12265",12264,12265,"(N) Normal","11/12",43,8,1.4425
18647,"12263 x 12264",12263,12264,"(F) Fat","11/12",43,15,1.784
18648,"12263 x 12264",12263,12264,"(F) Fat","11/12",43,15,1.648
18640,"12263 x 12264",12263,12264,"(N) Normal","11/12",43,10,1.596
18641,"12263 x 12264",12263,12264,"(N) Normal","11/12",43,14,1.5614285714
18563,"12255 x 12256",12255,12256,"(F) Fat","11/12",43,12,1.4991666667
18556,"12255 x 12256",12255,12256,"(N) Normal","11/12",43,15,1.5166666667
18557,"12255 x 12256",12255,12256,"(N) Normal","11/12",43,15,1.688
18535,"12252 x 12253",12252,12253,"(F) Fat","11/12",43,10,1.602
18536,"12252 x 12253",12252,12253,"(F) Fat","11/12",43,15,1.606
18528,"12252 x 12253",12252,12253,"(N) Normal","11/12",43,8,1.71625
18529,"12252 x 12253",12252,12253,"(N) Normal","11/12",43,14,1.6585714286
18437,"12245 x 12246",12245,12246,"(F) Fat","11/12",42,15,1.8053333333
18438,"12245 x 12246",12245,12246,"(F) Fat","11/12",42,10,1.756
18430,"12245 x 12246",12245,12246,"(N) Normal","11/12",42,15,1.3226666667
18431,"12245 x 12246",12245,12246,"(N) Normal","11/12",42,15,1.7473333333
18423,"12244 x 12245",12244,12245,"(F) Fat","11/12",42,5,1.728
18416,"12244 x 12245",12244,12245,"(N) Normal","11/12",42,9,1.4511111111
18417,"12244 x 12245",12244,12245,"(N) Normal","11/12",42,15,1.5346666667
18402,"12240 x 12244",12240,12244,"(N) Normal","11/12",42,5,1.052
18353,"12236 x 12237",12236,12237,"(F) Fat","11/12",42,9,1.9777777778
18346,"12236 x 12237",12236,12237,"(N) Normal","11/12",42,15,1.604
18227,"12224 x 12225",12224,12225,"(F) Fat","10/12",40,6,1.6066666667
18220,"12224 x 12225",12224,12225,"(N) Normal","10/12",40,4,1.58
18192,"12222 x 12223",12222,12223,"(N) Normal","10/12",40,14,1.3728571429
18185,"12221 x 12222",12221,12222,"(F) Fat","10/12",40,8,1.4575
18186,"12221 x 12222",12221,12222,"(F) Fat","10/12",40,10,1.289
18178,"12221 x 12222",12221,12222,"(N) Normal","10/12",40,15,1.5353333333
18179,"12221 x 12222",12221,12222,"(N) Normal","10/12",40,8,1.69875
18171,"12218 x 12221",12218,12221,"(F) Fat","10/12",40,7,1.5157142857
18164,"12218 x 12221",12218,12221,"(N) Normal","10/12",40,15,1.3953333333
18165,"12218 x 12221",12218,12221,"(N) Normal","10/12",40,8,1.55125
18143,"12216 x 12217",12216,12217,"(F) Fat","10/12",40,13,1.5938461538
18144,"12216 x 12217",12216,12217,"(F) Fat","10/12",40,15,1.4646666667
18136,"12216 x 12217",12216,12217,"(N) Normal","10/12",40,15,1.4406666667
18059,"12208 x 12209",12208,12209,"(F) Fat","10/12",40,10,1.594
18060,"12208 x 12209",12208,12209,"(F) Fat","10/12",40,10,1.581
18052,"12208 x 12209",12208,12209,"(N) Normal","10/12",40,15,1.606
18053,"12208 x 12209",12208,12209,"(N) Normal","10/12",40,15,1.6166666667
17835,"12201 x 12202",12201,12202,"(F) Fat","10/12",38,15,1.6993333333
17828,"12201 x 12202",12201,12202,"(N) Normal","10/12",38,15,1.4933333333
17829,"12201 x 12202",12201,12202,"(N) Normal","10/12",38,15,1.3306666667
17834,"12201 x 12202",12201,12202,"(N) Normal","10/12",38,8,1.58875
17807,"12199 x 12200",12199,12200,"(F) Fat","10/12",38,12,1.7108333333
17808,"12199 x 12200",12199,12200,"(F) Fat","10/12",38,15,1.5126666667
17800,"12199 x 12200",12199,12200,"(N) Normal","10/12",38,15,1.594
17801,"12199 x 12200",12199,12200,"(N) Normal","10/12",38,15,1.582
17961,"12199 x 12200",12199,12200,"(F) Fat","10/12",39,7,1.5371428571
17962,"12199 x 12200",12199,12200,"(F) Fat","10/12",39,15,1.3626666667
17954,"12199 x 12200",12199,12200,"(N) Normal","10/12",39,15,1.5613333333
17955,"12199 x 12200",12199,12200,"(N) Normal","10/12",39,15,1.3253333333
17793,"12197 x 12199",12197,12199,"(F) Fat","10/12",38,9,1.61
17794,"12197 x 12199",12197,12199,"(F) Fat","10/12",38,7,1.8314285714
17786,"12197 x 12199",12197,12199,"(N) Normal","10/12",38,12,1.5658333333
17787,"12197 x 12199",12197,12199,"(N) Normal","10/12",38,14,1.7135714286
17933,"12194 x 12198",12194,12198,"(F) Fat","10/12",39,4,1.6475
17926,"12194 x 12198",12194,12198,"(N) Normal","10/12",39,8,1.6625
17779,"12194 x 12197",12194,12197,"(F) Fat","10/12",38,6,1.7516666667
17772,"12194 x 12197",12194,12197,"(N) Normal","10/12",38,15,1.6526666667
17773,"12194 x 12197",12194,12197,"(N) Normal","10/12",38,15,1.3686666667
17912,"12193 x 12194",12193,12194,"(N) Normal","10/12",39,15,1.5293333333
17751,"12192 x 12193",12192,12193,"(F) Fat","10/12",38,11,1.7854545455
17752,"12192 x 12193",12192,12193,"(F) Fat","10/12",38,15,1.82
17744,"12192 x 12193",12192,12193,"(N) Normal","10/12",38,10,1.505
17745,"12192 x 12193",12192,12193,"(N) Normal","10/12",38,12,1.5283333333
17898,"12192 x 12193",12192,12193,"(N) Normal","10/12",39,14,1.8107142857
17723,"12190 x 12191",12190,12191,"(F) Fat","10/12",38,15,1.5346666667
17724,"12190 x 12191",12190,12191,"(F) Fat","10/12",38,14,1.6314285714
17716,"12190 x 12191",12190,12191,"(N) Normal","10/12",38,14,1.4157142857
17717,"12190 x 12191",12190,12191,"(N) Normal","10/12",38,15,1.3753333333
17695,"12186 x 12187",12186,12187,"(F) Fat","09/12",37,8,1.48125
17696,"12186 x 12187",12186,12187,"(F) Fat","09/12",37,5,1.594
17688,"12186 x 12187",12186,12187,"(N) Normal","09/12",37,15,1.5713333333
17689,"12186 x 12187",12186,12187,"(N) Normal","09/12",37,5,1.504
17681,"12185 x 12186",12185,12186,"(F) Fat","09/12",37,10,1.504
17682,"12185 x 12186",12185,12186,"(F) Fat","09/12",37,12,1.365
17674,"12185 x 12186",12185,12186,"(N) Normal","09/12",37,14,1.3064285714
17675,"12185 x 12186",12185,12186,"(N) Normal","09/12",37,10,1.227
17667,"12184 x 12185",12184,12185,"(F) Fat","09/12",37,4,1.6775
17668,"12184 x 12185",12184,12185,"(F) Fat","09/12",37,15,1.5473333333
17660,"12184 x 12185",12184,12185,"(N) Normal","09/12",37,15,1.6273333333
17661,"12184 x 12185",12184,12185,"(N) Normal","09/12",37,14,1.5757142857
17654,"12183 x 12184",12183,12184,"(F) Fat","09/12",37,9,1.5933333333
17646,"12183 x 12184",12183,12184,"(N) Normal","09/12",37,14,1.555
17647,"12183 x 12184",12183,12184,"(N) Normal","09/12",37,15,1.5106666667
17639,"12182 x 12183",12182,12183,"(F) Fat","09/12",37,15,1.54
17640,"12182 x 12183",12182,12183,"(F) Fat","09/12",37,9,1.5622222222
17632,"12182 x 12183",12182,12183,"(N) Normal","09/12",37,15,1.396
17633,"12182 x 12183",12182,12183,"(N) Normal","09/12",37,15,1.3806666667
17625,"12181 x 12182",12181,12182,"(F) Fat","09/12",37,8,1.5275
17626,"12181 x 12182",12181,12182,"(F) Fat","09/12",37,7,1.5328571429
17618,"12181 x 12182",12181,12182,"(N) Normal","09/12",37,6,1.575
17619,"12181 x 12182",12181,12182,"(N) Normal","09/12",37,13,1.5338461538
17611,"12180 x 12181",12180,12181,"(F) Fat","09/12",37,12,1.495
17612,"12180 x 12181",12180,12181,"(F) Fat","09/12",37,11,1.5390909091
17604,"12180 x 12181",12180,12181,"(N) Normal","09/12",37,15,1.4453333333
17605,"12180 x 12181",12180,12181,"(N) Normal","09/12",37,11,1.5436363636
17597,"12179 x 12180",12179,12180,"(F) Fat","09/12",37,11,1.6136363636
17598,"12179 x 12180",12179,12180,"(F) Fat","09/12",37,9,1.5533333333
17590,"12179 x 12180",12179,12180,"(N) Normal","09/12",37,15,1.48
17591,"12179 x 12180",12179,12180,"(N) Normal","09/12",37,8,1.34
17583,"12178 x 12179",12178,12179,"(F) Fat","09/12",37,10,1.633
17584,"12178 x 12179",12178,12179,"(F) Fat","09/12",37,9,1.5333333333
17576,"12178 x 12179",12178,12179,"(N) Normal","09/12",37,11,1.2881818182
17577,"12178 x 12179",12178,12179,"(N) Normal","09/12",37,13,1.2261538462
17562,"12175 x 12178",12175,12178,"(N) Normal","09/12",37,15,1.2533333333
17555,"12174 x 12175",12174,12175,"(F) Fat","09/12",37,15,1.6053333333
17556,"12174 x 12175",12174,12175,"(F) Fat","09/12",37,9,1.6755555556
17548,"12174 x 12175",12174,12175,"(N) Normal","09/12",37,6,1.6133333333
17549,"12174 x 12175",12174,12175,"(N) Normal","09/12",37,4,1.585
17541,"12173 x 12174",12173,12174,"(F) Fat","09/12",37,15,1.432
17542,"12173 x 12174",12173,12174,"(F) Fat","09/12",37,14,1.5
17534,"12173 x 12174",12173,12174,"(N) Normal","09/12",37,6,1.3733333333
17535,"12173 x 12174",12173,12174,"(N) Normal","09/12",37,8,1.1925
17506,"12170 x 12171",12170,12171,"(N) Normal","09/12",36,15,1.7706666667
17499,"12169 x 12170",12169,12170,"(F) Fat","09/12",36,7,1.8814285714
17492,"12169 x 12170",12169,12170,"(N) Normal","09/12",36,9,1.7022222222
17485,"12168 x 12169",12168,12169,"(F) Fat","09/12",36,13,1.4215384615
17486,"12168 x 12169",12168,12169,"(F) Fat","09/12",36,7,1.3985714286
17478,"12168 x 12169",12168,12169,"(N) Normal","09/12",36,11,1.4618181818
17479,"12168 x 12169",12168,12169,"(N) Normal","09/12",36,15,1.502
17464,"12166 x 12167",12166,12167,"(N) Normal","09/12",36,15,1.6326666667
17443,"12164 x 12165",12164,12165,"(F) Fat","09/12",36,15,1.4833333333
17436,"12164 x 12165",12164,12165,"(N) Normal","09/12",36,12,1.66
17387,"12159 x 12161",12159,12161,"(F) Fat","09/12",36,15,1.6986666667
17388,"12159 x 12161",12159,12161,"(F) Fat","09/12",36,13,1.77
17380,"12159 x 12161",12159,12161,"(N) Normal","09/12",36,15,1.6773333333
17381,"12159 x 12161",12159,12161,"(N) Normal","09/12",36,11,1.71
17331,"12152 x 12155",12152,12155,"(F) Fat","09/12",35,7,1.4371428571
17332,"12152 x 12155",12152,12155,"(F) Fat","09/12",35,7,1.5485714286
17324,"12152 x 12155",12152,12155,"(N) Normal","09/12",35,15,1.546
17325,"12152 x 12155",12152,12155,"(N) Normal","09/12",35,15,1.6026666667
17317,"12151 x 12152",12151,12152,"(F) Fat","09/12",35,10,1.366
17318,"12151 x 12152",12151,12152,"(F) Fat","09/12",35,15,1.3946666667
17310,"12151 x 12152",12151,12152,"(N) Normal","09/12",35,15,1.4366666667
17311,"12151 x 12152",12151,12152,"(N) Normal","09/12",35,5,1.384
17303,"12150 x 12151",12150,12151,"(F) Fat","09/12",35,7,1.5542857143
17304,"12150 x 12151",12150,12151,"(F) Fat","09/12",35,8,1.60125
17296,"12150 x 12151",12150,12151,"(N) Normal","09/12",35,14,1.5614285714
17297,"12150 x 12151",12150,12151,"(N) Normal","09/12",35,15,1.4206666667
17289,"12149 x 12150",12149,12150,"(F) Fat","09/12",35,15,1.694
17290,"12149 x 12150",12149,12150,"(F) Fat","09/12",35,13,1.6669230769
17282,"12149 x 12150",12149,12150,"(N) Normal","09/12",35,15,1.7046666667
17283,"12149 x 12150",12149,12150,"(N) Normal","09/12",35,15,1.882
17275,"12148 x 12149",12148,12149,"(F) Fat","09/12",35,15,1.662
17276,"12148 x 12149",12148,12149,"(F) Fat","09/12",35,15,1.5693333333
17268,"12148 x 12149",12148,12149,"(N) Normal","09/12",35,13,1.8592307692
17269,"12148 x 12149",12148,12149,"(N) Normal","09/12",35,9,1.9055555556
17261,"12147 x 12148",12147,12148,"(F) Fat","09/12",35,10,1.566
17254,"12147 x 12148",12147,12148,"(N) Normal","09/12",35,9,1.6833333333
17247,"12146 x 12147",12146,12147,"(F) Fat","09/12",35,15,1.5506666667
17248,"12146 x 12147",12146,12147,"(F) Fat","09/12",35,15,1.6253333333
17240,"12146 x 12147",12146,12147,"(N) Normal","09/12",35,15,1.6013333333
17241,"12146 x 12147",12146,12147,"(N) Normal","09/12",35,10,1.635
17233,"12145 x 12146",12145,12146,"(F) Fat","09/12",35,15,1.6146666667
17234,"12145 x 12146",12145,12146,"(F) Fat","09/12",35,15,1.6366666667
17226,"12145 x 12146",12145,12146,"(N) Normal","09/12",35,15,1.5466666667
17227,"12145 x 12146",12145,12146,"(N) Normal","09/12",35,13,1.6907692308
17219,"12143 x 12145",12143,12145,"(F) Fat","09/12",35,9,1.4344444444
17220,"12143 x 12145",12143,12145,"(F) Fat","09/12",35,12,1.6008333333
17212,"12143 x 12145",12143,12145,"(N) Normal","09/12",35,14,1.46
17213,"12143 x 12145",12143,12145,"(N) Normal","09/12",35,13,1.3369230769
17177,"12143 x 12115",12143,12115,"(F) Fat","09/12",34,15,1.356
17178,"12143 x 12115",12143,12115,"(F) Fat","09/12",34,5,1.406
17170,"12143 x 12115",12143,12115,"(N) Normal","09/12",34,15,1.506
17171,"12143 x 12115",12143,12115,"(N) Normal","09/12",34,14,1.4064285714
17163,"12142 x 12143",12142,12143,"(F) Fat","09/12",34,6,1.655
17156,"12142 x 12143",12142,12143,"(N) Normal","09/12",34,25,1.6092
17191,"12141 x 12142",12141,12142,"(F) Fat","09/12",35,15,1.4786666667
17192,"12141 x 12142",12141,12142,"(F) Fat","09/12",35,15,1.5133333333
17184,"12141 x 12142",12141,12142,"(N) Normal","09/12",35,15,1.7606666667
17185,"12141 x 12142",12141,12142,"(N) Normal","09/12",35,13,1.6484615385
17135,"12134 x 12135",12134,12135,"(F) Fat","09/12",34,15,1.2393333333
17136,"12134 x 12135",12134,12135,"(F) Fat","09/12",34,12,1.435
17128,"12134 x 12135",12134,12135,"(N) Normal","09/12",34,15,1.326
17129,"12134 x 12135",12134,12135,"(N) Normal","09/12",34,15,1.5513333333
17107,"12131 x 12132",12131,12132,"(F) Fat","09/12",34,6,1.6016666667
17100,"12131 x 12132",12131,12132,"(N) Normal","09/12",34,9,1.5222222222
17093,"12130 x 12131",12130,12131,"(F) Fat","09/12",34,10,1.431
17094,"12130 x 12131",12130,12131,"(F) Fat","09/12",34,7,1.3771428571
17086,"12130 x 12131",12130,12131,"(N) Normal","09/12",34,12,1.31
17087,"12130 x 12131",12130,12131,"(N) Normal","09/12",34,15,1.5226666667
17079,"12128 x 12130",12128,12130,"(F) Fat","09/12",34,15,1.5933333333
17080,"12128 x 12130",12128,12130,"(F) Fat","09/12",34,11,1.3909090909
17072,"12128 x 12130",12128,12130,"(N) Normal","09/12",34,15,1.3893333333
17073,"12128 x 12130",12128,12130,"(N) Normal","09/12",34,15,1.4586666667
17065,"12127 x 12128",12127,12128,"(F) Fat","09/12",34,15,1.442
17066,"12127 x 12128",12127,12128,"(F) Fat","09/12",34,13,1.4030769231
17058,"12127 x 12128",12127,12128,"(N) Normal","09/12",34,13,1.4576923077
17059,"12127 x 12128",12127,12128,"(N) Normal","09/12",34,15,1.464
17051,"12124 x 12127",12124,12127,"(F) Fat","09/12",34,10,1.234
17052,"12124 x 12127",12124,12127,"(F) Fat","09/12",34,15,1.2866666667
17044,"12124 x 12127",12124,12127,"(N) Normal","09/12",34,15,1.3026666667
17045,"12124 x 12127",12124,12127,"(N) Normal","09/12",34,15,1.4293333333
17023,"12121 x 12123",12121,12123,"(F) Fat","09/12",34,14,1.4585714286
17016,"12121 x 12123",12121,12123,"(N) Normal","09/12",34,10,1.605
17017,"12121 x 12123",12121,12123,"(N) Normal","09/12",34,9,1.4855555556
17009,"12120 x 12121",12120,12121,"(F) Fat","09/12",34,6,1.6566666667
17003,"12120 x 12121",12120,12121,"(N) Normal","09/12",34,8,1.36375
16995,"12119 x 12120",12119,12120,"(F) Fat","09/12",34,15,1.53
16988,"12119 x 12120",12119,12120,"(N) Normal","09/12",34,15,1.4133333333
16953,"12115 x 12116",12115,12116,"(F) Fat","08/12",33,10,1.485
16954,"12115 x 12116",12115,12116,"(F) Fat","08/12",33,11,1.4663636364
16946,"12115 x 12116",12115,12116,"(N) Normal","08/12",33,15,1.4913333333
16947,"12115 x 12116",12115,12116,"(N) Normal","08/12",33,13,1.5153846154
16939,"12114 x 12115",12114,12115,"(F) Fat","08/12",33,1,1.34
16940,"12114 x 12115",12114,12115,"(F) Fat","08/12",33,9,1.5788888889
16932,"12114 x 12115",12114,12115,"(N) Normal","08/12",33,15,1.5673333333
16933,"12114 x 12115",12114,12115,"(N) Normal","08/12",33,8,1.56875
16925,"12113 x 12114",12113,12114,"(F) Fat","08/12",33,6,1.3216666667
16926,"12113 x 12114",12113,12114,"(F) Fat","08/12",33,6,1.4483333333
16918,"12113 x 12114",12113,12114,"(N) Normal","08/12",33,8,1.5125
16919,"12113 x 12114",12113,12114,"(N) Normal","08/12",33,15,1.302
16897,"12111 x 12112",12111,12112,"(F) Fat","08/12",33,8,1.4975
16898,"12111 x 12112",12111,12112,"(F) Fat","08/12",33,15,1.428
16890,"12111 x 12112",12111,12112,"(N) Normal","08/12",33,14,1.5264285714
16891,"12111 x 12112",12111,12112,"(N) Normal","08/12",33,1,1.64
16883,"12110 x 12111",12110,12111,"(F) Fat","08/12",33,15,1.1446666667
16884,"12110 x 12111",12110,12111,"(F) Fat","08/12",33,15,1.3993333333
16876,"12110 x 12111",12110,12111,"(N) Normal","08/12",33,15,1.24
16877,"12110 x 12111",12110,12111,"(N) Normal","08/12",33,15,1.3393333333
16869,"12109 x 12110",12109,12110,"(F) Fat","08/12",33,4,1.725
16870,"12109 x 12110",12109,12110,"(F) Fat","08/12",33,3,1.6533333333
16862,"12109 x 12110",12109,12110,"(N) Normal","08/12",33,15,1.4413333333
16863,"12109 x 12110",12109,12110,"(N) Normal","08/12",33,13,1.6607692308
16855,"12108 x 12109",12108,12109,"(F) Fat","08/12",33,14,1.645
16856,"12108 x 12109",12108,12109,"(F) Fat","08/12",33,11,1.6609090909
16848,"12108 x 12109",12108,12109,"(N) Normal","08/12",33,15,1.742
16849,"12108 x 12109",12108,12109,"(N) Normal","08/12",33,11,1.4490909091
16841,"12107 x 12108",12107,12108,"(F) Fat","08/12",33,11,1.5390909091
16842,"12107 x 12108",12107,12108,"(F) Fat","08/12",33,15,1.374
16834,"12107 x 12108",12107,12108,"(N) Normal","08/12",33,2,1.75
16835,"12107 x 12108",12107,12108,"(N) Normal","08/12",33,14,1.5192857143
16827,"12105 x 12107",12105,12107,"(F) Fat","08/12",33,12,1.1733333333
16828,"12105 x 12107",12105,12107,"(F) Fat","08/12",33,14,1.3914285714
16820,"12105 x 12107",12105,12107,"(N) Normal","08/12",33,15,1.5613333333
16821,"12105 x 12107",12105,12107,"(N) Normal","08/12",33,13,1.4346153846
16785,"12102 x 12103",12102,12103,"(F) Fat","08/12",33,10,1.767
16778,"12102 x 12103",12102,12103,"(N) Normal","08/12",33,10,1.74
16779,"12102 x 12103",12102,12103,"(N) Normal","08/12",33,13,1.8438461538
16771,"12101 x 12102",12101,12102,"(F) Fat","08/12",33,6,1.57
16772,"12101 x 12102",12101,12102,"(F) Fat","08/12",33,9,1.4288888889
16764,"12101 x 12102",12101,12102,"(N) Normal","08/12",33,15,1.3873333333
16765,"12101 x 12102",12101,12102,"(N) Normal","08/12",33,15,1.5213333333
14797,"12099 x 11011",12099,11011,"(F) Fat","07/12",26,11,1.4054545455
14798,"12099 x 11011",12099,11011,"(F) Fat","07/12",26,15,1.3353333333
14790,"12099 x 11011",12099,11011,"(N) Normal","07/12",26,12,1.5741666667
14791,"12099 x 11011",12099,11011,"(N) Normal","07/12",26,1,1.14
14769,"12098 x 12100",12098,12100,"(F) Fat","07/12",26,14,1.3407142857
14770,"12098 x 12100",12098,12100,"(F) Fat","07/12",26,15,1.1313333333
14762,"12098 x 12100",12098,12100,"(N) Normal","07/12",26,15,1.3666666667
14763,"12098 x 12100",12098,12100,"(N) Normal","07/12",26,15,1.476
